scorer,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150
bodyparts,ear_l,ear_l,ear_l,ear_r,ear_r,ear_r,nouse,nouse,nouse,implant,implant,implant
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,294.0268,883.4786,0.9993148,292.50946,863.6613,0.98609513,275.24228,874.102,1.0,284.9807,876.0576,1.0
1,287.91824,884.4889,0.8991878,287.70248,863.91064,0.9644687,269.49796,874.1111,0.8945286,280.65146,875.9836,1.0
2,280.74405,884.1781,0.9812914,281.01697,862.6323,0.9648371,262.56262,873.05835,0.9497278,274.9097,875.2743,1.0
3,276.09622,882.3538,0.92802304,273.96262,861.7541,0.9521836,257.753,872.0073,0.93801135,267.60095,873.7564,1.0
4,269.02603,883.4252,0.9236263,269.72363,862.80066,0.9051506,252.66078,872.49524,0.8801578,262.13327,873.99994,0.9341042
5,260.3885,883.0573,0.86439395,260.80493,864.573,0.8926185,245.16898,872.922,0.8631543,252.73245,873.94824,0.9736794
6,252.94255,884.81354,0.9036071,254.63449,864.7558,0.94893575,239.16342,872.6383,0.8784021,246.745,875.4798,0.98299956
7,247.05534,881.93164,0.8808638,248.38078,862.9146,0.9526762,231.62529,871.25085,0.9142213,240.24313,873.30524,1.0
8,239.2978,881.257,0.87921184,243.42982,861.19977,0.97233784,225.77043,867.2329,0.96229523,234.29288,870.9519,1.0
9,234.43639,877.9023,0.9523312,239.44054,858.8597,0.9376963,224.46086,863.5467,0.945491,231.33223,867.7221,1.0
10,231.49681,874.7102,0.926506,238.58972,855.0474,0.84821206,223.66801,860.8184,0.9782895,229.29207,864.4791,0.99788153
11,231.42381,874.0077,0.8824669,238.11569,854.1385,0.8551533,222.8361,859.2552,0.98058105,228.00732,863.11487,0.96021783
12,230.77734,873.00055,0.8711674,238.80296,853.92706,0.85750484,223.29344,857.6646,0.9599599,228.8395,862.49603,0.9550778
13,231.04587,872.8653,0.855525,239.32657,855.36804,0.88050205,224.40979,857.663,0.92410845,229.48172,862.44653,0.95195687
14,230.94148,873.3877,0.8658184,240.15305,855.7652,0.90561247,223.42783,857.33716,0.94057405,230.33092,863.247,0.9431295
15,232.01784,874.07855,0.87378067,241.4857,855.4646,0.95630926,223.86275,856.9819,0.9519432,230.22443,863.36316,0.94424814
16,233.35425,874.6941,0.89794487,241.96843,855.0333,0.9779979,222.91568,856.7026,0.9529629,230.75508,863.95355,0.94746464
