scorer,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150
bodyparts,ear_l,ear_l,ear_l,ear_r,ear_r,ear_r,nouse,nouse,nouse,implant,implant,implant
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,787.514,887.48535,1.0,780.63153,867.3412,1.0,769.19604,882.63446,1.0,777.1325,880.1032,1.0
1,787.2799,887.50684,1.0,780.34735,867.3336,1.0,768.64886,882.25433,1.0,776.87573,880.1956,1.0
2,786.89343,887.58014,1.0,779.9892,867.2815,1.0,767.9888,882.32837,1.0,776.799,880.3422,1.0
3,787.0562,888.2827,1.0,779.8356,867.54407,1.0,766.8398,882.68866,1.0,776.45544,880.91,1.0
4,786.4337,888.02966,1.0,779.7669,867.0058,1.0,765.6566,881.12274,1.0,776.34204,880.1208,1.0
5,786.3646,887.02136,1.0,780.4254,865.34045,1.0,765.0251,880.68536,1.0,776.4665,879.03815,1.0
6,786.3139,885.8494,1.0,780.6195,864.4367,1.0,766.57227,879.40796,1.0,776.25757,878.0668,1.0
7,785.8264,885.2188,0.982877,780.2328,863.5606,1.0,766.1453,877.66534,1.0,775.76465,877.0296,1.0
8,784.3474,885.1107,0.9249832,779.8489,862.1822,0.96701854,763.8662,875.7296,1.0,775.0324,875.81946,1.0
9,782.0501,883.3764,0.92561543,779.77374,859.4911,0.9762282,762.79114,872.9732,1.0,774.8138,873.16986,1.0
10,779.88885,882.57904,0.96791255,779.77985,859.0806,1.0,761.8188,871.0698,1.0,773.164,872.07855,1.0
11,780.5572,882.6476,0.96936065,781.83545,858.66956,1.0,762.8027,868.6135,1.0,774.42346,871.35236,1.0
12,780.5703,881.64703,0.9772083,782.8315,857.71185,1.0,763.4535,865.9316,1.0,774.99426,869.9755,1.0
13,781.2846,881.5676,0.94319236,783.8765,857.8039,0.9873128,764.9999,865.36224,0.98752064,775.80255,869.5557,1.0
14,781.24,880.50433,0.9341584,782.51245,858.3204,0.98694634,766.19275,865.63904,0.9706761,775.90186,868.9829,1.0
15,780.66266,880.4519,0.9297411,784.098,857.57385,0.9743873,766.36237,865.3893,0.97570795,775.533,868.9,1.0
16,780.5122,881.59375,0.9315009,784.25287,858.13544,0.9656415,766.1028,865.6143,0.96105963,775.67126,869.2577,1.0
17,780.16077,881.07965,0.9297183,783.4296,858.0931,0.97528344,765.5528,864.18756,0.9758112,776.0225,868.75507,1.0
