scorer,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150
bodyparts,ear_l,ear_l,ear_l,ear_r,ear_r,ear_r,nouse,nouse,nouse,implant,implant,implant
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,807.1875,856.4375,0.8149414,832.08984,855.9492,0.8276367,823.1914,837.6582,0.7319336,818.2119,849.6113,0.81103516
1,807.89453,855.71094,0.80371094,833.25977,858.7539,0.7788086,824.25,838.6797,0.6386719,819.2422,849.9863,0.7553711
2,807.83203,855.2637,0.84228516,833.49805,858.5029,0.8208008,824.66016,837.541,0.6972656,819.7102,849.4004,0.8100586
3,807.6797,855.10156,0.8745117,833.21875,858.7256,0.85595703,825.1758,836.4302,0.7504883,820.0824,849.2617,0.85546875
4,808.75195,853.14746,0.90234375,833.54297,858.916,0.8598633,827.0117,837.14844,0.6923828,821.8115,848.59375,0.85595703
5,811.1616,850.2539,0.89501953,833.8164,857.93945,0.8730469,830.71484,836.521,0.7182617,825.0039,847.22266,0.7651367
6,812.4114,847.75,0.9145508,833.6133,858.01855,0.95703125,833.8125,833.7168,0.84521484,826.7383,846.1406,0.7607422
7,814.50195,845.89453,0.87060547,833.73047,857.5996,1.0,836.3899,832.29297,0.9350586,826.6162,845.66797,0.8491211
8,814.64844,845.1631,0.83740234,834.29785,856.5664,0.99121094,838.24023,830.66797,0.98583984,827.437,845.5664,0.94091797
9,814.4453,844.66406,0.83984375,834.10156,856.9824,1.0,839.10547,831.1367,0.98339844,827.39307,846.1289,0.9165039
10,814.93164,845.2383,0.85253906,833.8633,857.5078,1.0,838.2012,831.1367,0.9838867,827.1045,846.33984,0.9003906
11,813.8418,846.5508,0.8930664,833.4961,858.5967,0.99902344,836.5591,831.5117,0.94677734,825.8926,846.3125,0.86376953
12,812.81934,847.6914,0.90771484,833.8242,859.10156,0.99853516,835.24756,831.6367,0.8823242,825.81445,847.21875,0.8457031
13,812.07715,848.40234,0.9086914,833.50977,859.31006,0.99609375,834.4951,831.91797,0.8798828,825.28906,847.78906,0.84716797
14,810.1377,850.3301,0.9111328,832.93945,859.3262,0.99560547,832.28516,831.8867,0.8769531,824.46094,848.3242,0.89404297
15,807.39844,851.9089,0.88427734,831.8203,857.75195,0.9658203,830.91797,830.1289,0.8261719,821.8838,848.18555,0.9316406
