scorer,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150
bodyparts,ear_l,ear_l,ear_l,ear_r,ear_r,ear_r,nouse,nouse,nouse,implant,implant,implant
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,819.44434,320.9336,0.89941406,830.58594,337.63672,0.95214844,842.5967,316.01562,0.7885742,828.6245,326.22656,0.9223633
1,818.72266,322.95703,0.94140625,829.65234,340.66162,0.9536133,843.04834,318.97266,0.8623047,827.7886,329.23438,0.9067383
2,819.12256,324.00134,0.95166016,828.5845,342.9453,0.91845703,843.69727,322.375,0.8378906,827.5471,330.47266,0.93603516
3,820.12683,324.24768,0.9165039,830.4785,342.89844,0.87060547,844.5171,321.33203,0.82666016,828.99365,330.37207,0.86376953
4,821.01465,325.41113,0.90234375,830.7832,344.64062,0.80810547,844.8379,323.84912,0.7739258,830.02344,332.12488,0.8378906
5,822.14453,326.625,0.9248047,830.75195,346.75195,0.82373047,846.2578,326.89062,0.8120117,831.08203,334.83594,0.8486328
6,823.71484,326.74023,0.9116211,832.55664,346.87402,0.81152344,846.9922,326.65234,0.8095703,831.5547,335.28516,0.8203125
7,822.4551,328.96875,0.90478516,832.56055,348.03534,0.8769531,846.2617,327.71484,0.82910156,832.16797,336.38672,0.8154297
8,824.48047,329.83984,0.9560547,832.1758,349.4131,0.8774414,847.09766,330.08594,0.83740234,831.3496,336.50977,0.8408203
9,825.4258,330.08398,0.859375,832.4492,349.09082,0.78027344,846.4668,331.2666,0.7138672,831.3926,336.3203,0.7402344
10,825.51953,331.563,0.94140625,832.6035,350.8164,0.88134766,846.75,332.45898,0.77685547,831.5254,337.81836,0.8222656
11,826.2949,331.85156,0.9550781,834.18945,351.72266,0.8901367,848.0469,333.45898,0.77197266,832.6992,338.89844,0.8310547
12,826.8789,333.25684,0.9838867,833.4121,354.4795,0.9394531,849.61914,335.8828,0.72216797,832.7988,341.12207,0.8720703
13,826.3037,334.6289,0.98339844,833.23047,355.48438,0.9321289,849.12305,338.7588,0.7080078,832.71875,342.79492,0.8432617
14,826.02734,335.26953,0.95214844,834.2617,355.03662,0.81396484,847.9492,338.0254,0.55615234,832.69727,341.88184,0.6958008
15,823.1211,336.42578,0.9248047,833.93164,354.84668,0.85791016,846.0547,334.8828,0.60839844,831.81055,342.07422,0.7260742
