scorer,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150
bodyparts,ear_l,ear_l,ear_l,ear_r,ear_r,ear_r,nouse,nouse,nouse,implant,implant,implant
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,392.2754,620.7461,1.0,404.29858,633.3887,1.0,412.83838,617.7246,1.0,403.1084,623.0,1.0
1,396.31152,617.0488,0.9404297,407.35938,630.0293,1.0,417.6797,614.63477,0.99072266,407.16406,620.0913,1.0
2,400.97852,614.60547,0.9194336,413.08984,627.08594,1.0,420.49902,610.2588,1.0,412.37988,616.90234,1.0
3,405.27148,612.4077,0.99609375,416.8672,625.71094,1.0,425.1504,606.73047,1.0,416.3379,614.7207,1.0
4,408.84375,610.1465,0.90283203,422.0664,624.84766,1.0,430.89648,603.46875,1.0,420.55176,612.8091,1.0
5,413.8506,609.35156,0.91308594,426.75977,620.4697,1.0,433.79297,602.2822,1.0,424.05078,609.7793,1.0
6,419.52954,603.65063,1.0,432.01172,616.4824,1.0,438.0996,601.7578,1.0,430.125,607.3574,1.0
7,424.43945,599.03516,0.9394531,436.26465,612.65576,1.0,442.85547,598.96484,1.0,435.17725,602.8711,1.0
8,427.33447,599.57227,0.91015625,439.09375,610.08887,1.0,445.8291,596.9258,1.0,438.42773,599.4336,1.0
9,431.05078,595.7163,0.9033203,442.28613,609.1133,1.0,448.85938,596.91113,1.0,442.28418,598.2129,1.0
10,432.27734,595.0205,0.9272461,443.46094,608.14844,1.0,448.45117,595.6631,0.9970703,443.39258,597.5596,1.0
11,433.1211,593.7324,0.9658203,444.7378,606.8828,1.0,449.44922,594.98145,1.0,444.4048,596.27515,1.0
12,433.77734,593.18945,0.98583984,445.9463,605.83594,1.0,450.15332,593.7246,1.0,445.21387,595.54614,1.0
13,432.32812,593.91406,0.9555664,445.95117,603.5432,1.0,448.0039,591.10547,0.9453125,443.97766,593.625,1.0
14,431.85547,593.3242,0.92041016,444.61475,602.292,1.0,446.42578,591.14453,0.93359375,442.49902,593.2246,1.0
15,427.46875,595.9547,0.85595703,440.75977,604.7705,1.0,442.75,591.10547,1.0,438.89648,594.8213,1.0
16,422.0547,595.416,0.95996094,437.31348,604.81396,1.0,437.375,591.42773,0.9316406,433.01367,594.5176,1.0
17,417.19922,594.3467,0.92529297,433.6797,603.2119,1.0,432.41797,588.86523,0.921875,428.7378,593.70703,1.0
