scorer,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150
bodyparts,ear_l,ear_l,ear_l,ear_r,ear_r,ear_r,nouse,nouse,nouse,implant,implant,implant
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,765.02356,317.63043,0.8248383,757.7244,332.88986,0.90660244,769.2331,334.1353,1.0,768.06244,328.27048,1.0
1,764.6309,316.82904,0.832863,759.00507,332.1817,0.8881577,769.7113,332.7105,1.0,768.53107,327.02374,1.0
2,765.11774,314.7378,0.87577015,759.582,331.0428,0.9398844,770.71204,330.50803,1.0,769.488,324.62302,1.0
3,766.5514,314.72223,0.938988,761.295,330.5107,0.9786643,772.5021,329.84415,1.0,771.0491,324.26862,1.0
4,767.65314,313.54926,0.9709134,764.5289,329.51752,1.0,775.3743,329.0981,1.0,773.16565,322.67264,1.0
5,768.50903,312.69925,0.97663385,766.04474,328.38626,1.0,774.7829,328.1522,1.0,774.0846,321.76556,1.0
6,770.0972,311.99362,0.98398775,768.1162,326.20444,1.0,775.8452,325.6455,1.0,774.9641,320.65338,1.0
7,772.13635,311.0171,1.0,769.52985,326.2734,1.0,778.9769,325.2602,1.0,776.32446,320.6601,1.0
8,774.11365,310.6038,0.96778,769.8579,327.0435,1.0,783.00714,326.15952,1.0,777.3815,321.31216,1.0
9,775.4981,311.70813,0.96432483,772.2823,328.60626,1.0,784.75433,327.0002,1.0,780.1338,322.2396,1.0
10,777.4347,312.70593,0.980778,773.15674,329.9957,0.9900621,787.38306,328.10446,1.0,781.9216,323.45343,1.0
11,778.894,314.49115,0.96395624,774.61523,330.88123,1.0,788.91833,329.02896,1.0,783.45087,324.61353,1.0
12,780.51776,314.47684,0.965137,775.25665,330.94492,1.0,790.91876,329.5533,1.0,785.49664,324.65833,1.0
13,781.7206,315.6627,0.9637797,777.80176,330.96243,1.0,791.729,329.19418,1.0,787.8394,325.25967,1.0
14,783.2128,315.47784,0.9779164,779.90186,331.40222,1.0,794.84717,330.08658,1.0,789.59973,325.85324,1.0
15,785.8524,315.9214,0.9717655,783.268,331.31952,1.0,797.7712,330.97653,1.0,791.85394,326.654,1.0
16,787.68744,316.29105,0.9633348,784.57166,331.19308,1.0,798.02356,332.05057,1.0,792.37604,327.706,1.0
17,786.53125,316.53085,0.9735362,783.5007,332.0718,1.0,798.40704,331.80942,1.0,791.77203,327.7506,1.0
