scorer,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_best-150
17,785.4844,422.07227,0.9814453,765.1914,424.16797,0.9448242,779.2637,446.3789,0.93408203,776.0117,428.1537,0.89941406
18,785.7383,424.37695,0.97021484,765.4824,426.76367,0.9140625,778.25195,448.89258,0.9003906,776.4844,431.5078,0.89941406
19,785.48047,425.80078,0.9042969,765.2119,429.89844,0.8540039,781.02734,450.5332,0.92285156,776.63086,432.2754,0.89404297
20,784.08984,429.20898,0.8671875,765.5537,432.75977,0.9189453,782.3008,453.375,1.0,776.5,435.50635,0.94384766
21,785.81836,433.07227,0.8544922,766.8301,436.39136,0.8911133,781.9199,458.42285,0.8227539,777.9453,439.07422,0.9448242
22,787.614,437.32715,1.0,768.81055,441.9961,0.97753906,784.2168,461.92676,0.9916992,779.82043,446.3164,0.96533203
23,790.08984,441.0039,0.8964844,769.21875,445.77734,0.97265625,784.9297,463.94922,0.96875,781.18164,448.5332,0.9350586
24,791.38086,445.9707,0.80908203,771.4326,448.06836,0.9140625,786.4961,467.91504,1.0,782.2578,451.00928,0.9902344
25,790.59766,448.75977,0.7807617,773.0664,453.16504,0.9121094,788.2208,472.05078,0.9042969,783.0625,455.33594,0.9555664
26,791.1289,449.6211,0.8227539,771.8325,455.5664,0.95996094,789.3535,473.93164,0.88183594,783.6875,457.9629,0.94433594
27,791.0742,451.61157,0.90722656,772.6333,459.7561,0.9941406,790.62305,477.5713,0.93408203,784.5332,461.2832,0.9604492
28,793.78906,453.61133,0.93066406,774.33984,461.3711,0.9550781,792.0039,478.97266,0.9145508,786.08594,462.5703,0.9506836
29,797.7168,454.95508,0.92578125,777.5176,462.35547,0.9350586,795.65137,478.26953,0.8618164,789.23047,463.15625,0.9316406
30,800.5703,454.88086,0.9160156,780.3921,463.0703,0.89746094,799.0156,478.1953,0.83984375,792.16797,463.22656,0.9140625
31,800.5449,452.61328,0.96875,782.1172,463.0918,0.9038086,802.35645,478.53125,0.99365234,794.24414,463.4961,0.9116211
32,800.3535,449.94727,1.0,782.1836,461.31934,0.9482422,804.02765,476.41724,0.96533203,794.21387,460.66895,0.9160156
33,800.8535,447.6797,0.9873047,781.58203,458.88574,0.9321289,803.9823,473.41406,0.9272461,793.7793,458.45703,0.98583984
34,799.16797,447.09375,0.95751953,781.55273,457.07812,0.92041016,801.6699,471.10547,0.9692383,792.64844,456.83008,1.0
35,798.5508,446.08398,0.9428711,780.2976,455.01367,0.9770508,800.1289,470.63672,0.9458008,791.41406,456.0664,1.0
36,797.6211,444.2937,0.92333984,779.09033,452.30054,0.9902344,798.89453,469.39453,0.99121094,790.6504,452.9668,1.0
37,795.3081,444.20325,0.8989258,775.58594,449.76367,0.9692383,792.94336,468.30615,0.9604492,787.66626,451.58252,1.0
38,793.2324,446.83984,0.8964844,772.2217,450.85352,1.0,786.60645,470.49805,1.0,783.10156,453.78906,1.0
39,788.8784,449.32227,0.96875,768.54297,448.16016,0.9614258,776.9492,470.93164,0.9716797,778.6914,454.59766,0.97753906
40,783.7656,450.43555,0.9897461,764.3086,447.23828,0.8955078,771.16064,468.2207,1.0,775.0,455.08203,1.0
41,780.51855,452.91992,0.91796875,762.4385,447.17188,0.9194336,766.8242,469.78027,0.921875,769.5332,457.20508,1.0
42,776.9707,456.1211,0.8652344,760.64453,449.16016,0.9765625,761.875,471.6797,0.88134766,766.77344,459.47656,1.0
43,774.7324,461.66113,1.0,756.4358,450.6416,1.0,755.4551,475.81543,1.0,763.3506,460.71338,1.0
44,768.2246,466.7754,1.0,750.64453,456.0,0.9926758,750.3711,480.23047,0.9892578,758.5039,466.6582,1.0
45,766.3125,472.6211,1.0,748.02454,460.6831,0.8779297,744.1289,484.15613,0.9667969,754.2627,470.6211,1.0
46,761.47266,478.375,0.9321289,744.9453,465.8125,0.98095703,741.9404,489.3047,1.0,750.1621,476.65137,1.0
47,755.5935,481.16406,0.94970703,739.77856,471.2168,1.0,739.50903,494.625,1.0,746.10156,481.61914,1.0
48,751.3047,485.63965,1.0,734.28125,474.7129,0.9975586,731.83276,498.06836,0.99121094,742.50977,484.65234,1.0
49,747.08984,491.97784,0.85498047,730.72266,479.51953,0.91015625,727.93945,502.80078,0.9472656,735.3301,491.13477,1.0
50,741.1953,495.47266,0.95654297,727.43555,483.68506,1.0,723.0635,506.7588,1.0,731.8428,495.0332,1.0
51,737.75195,500.45068,0.9711914,722.9375,488.1953,1.0,719.39453,512.1914,0.9248047,727.9336,499.4414,1.0
52,736.0254,504.29688,0.9091797,719.84766,493.52148,1.0,717.47656,516.81396,0.99121094,725.875,504.39062,1.0
53,734.78516,510.31445,0.9145508,717.0596,496.28125,0.94091797,712.99023,521.7949,0.9609375,723.103,508.50195,1.0
54,733.13574,512.29297,0.9291992,713.4629,502.14258,1.0,713.5508,528.459,0.9716797,721.7383,512.2754,1.0
55,729.89453,517.8008,0.9433594,712.6914,505.5918,0.9814453,710.625,533.8623,1.0,720.0625,517.31934,1.0
56,729.2031,521.5879,0.9897461,710.9961,511.21094,0.9770508,709.709,538.01074,1.0,718.33203,520.40625,1.0
57,728.65234,527.3281,1.0,710.3281,514.98047,1.0,708.56055,542.8457,1.0,716.9287,525.7842,1.0
58,729.8867,530.6133,0.9536133,710.5469,517.8252,1.0,708.2698,544.82227,1.0,718.7578,527.8828,1.0
59,728.8828,531.3906,0.94628906,711.3711,518.9844,1.0,709.08105,547.14355,1.0,719.5469,530.12305,1.0
60,729.02344,533.26074,0.9399414,710.96484,521.80664,1.0,710.041,549.31445,1.0,719.2793,532.729,1.0
61,729.21094,533.7998,0.9301758,711.12305,523.6904,1.0,710.87305,550.37305,1.0,719.1582,534.2754,1.0
62,730.07715,533.6084,0.9663086,711.2676,524.0936,1.0,712.6758,552.6133,0.97021484,718.8281,533.584,1.0
63,732.1472,534.1074,0.9526367,712.1992,525.63477,1.0,713.8242,553.7539,0.91796875,720.63086,534.7285,1.0
64,734.1738,532.98096,0.9609375,713.6133,525.376,0.9379883,715.51514,553.64453,0.8544922,722.7256,534.36523,1.0
65,735.8613,531.2739,1.0,715.09766,525.03613,0.92285156,718.8926,551.3301,0.9526367,724.76807,532.8042,1.0
66,738.45215,526.5,1.0,715.1172,521.2637,0.9355469,724.8667,546.6631,1.0,728.21094,529.26953,0.9873047
67,741.1377,524.44604,1.0,720.2422,523.27637,1.0,731.04395,545.1914,0.9746094,732.25464,529.0586,1.0
68,744.52344,523.9769,0.9033203,726.9414,525.50586,0.9951172,738.61035,541.6709,1.0,736.7754,530.27344,1.0
69,747.0137,522.59766,0.8647461,730.77246,527.28516,1.0,743.3906,543.334,0.9848633,741.5127,530.8467,1.0
70,750.5703,524.4492,0.8803711,736.7422,530.9844,1.0,751.74023,543.8965,0.9404297,746.96875,534.12305,1.0
71,752.3672,528.3887,0.9584961,739.833,535.8594,1.0,753.20703,545.26953,0.97998047,749.95996,537.5371,1.0
72,756.25806,531.65967,1.0,743.8633,539.3501,1.0,758.8828,549.6201,1.0,754.9873,539.4717,1.0
73,760.63477,531.2969,0.91748047,749.28906,540.7363,1.0,763.6719,549.55566,1.0,760.41406,541.2119,1.0
74,764.0186,531.7908,0.9560547,752.20703,541.52734,1.0,766.1719,548.0558,0.94873047,763.083,542.1875,1.0
75,766.3203,532.77295,0.9550781,756.85156,542.21094,1.0,772.4973,550.84375,1.0,767.35547,542.74414,1.0
76,772.1824,533.26074,1.0,763.6592,545.22266,1.0,780.2693,549.9619,0.94433594,773.4072,542.19336,1.0
77,776.96094,531.30566,1.0,767.83594,546.05566,0.97265625,789.9658,549.3662,0.9589844,779.26953,543.0488,1.0
78,783.8789,533.9873,1.0,776.3828,548.60254,1.0,795.68164,548.6206,1.0,786.4502,543.3262,1.0
79,791.56445,535.8926,1.0,784.83984,551.8789,0.98046875,800.0801,551.09766,1.0,793.916,545.0,1.0
80,797.9287,538.22266,1.0,790.06836,553.18945,1.0,809.8926,554.53516,1.0,801.08984,548.522,1.0
81,806.10547,542.7871,1.0,797.46875,557.74316,0.9892578,817.27344,556.6289,1.0,809.7988,553.5,1.0
82,813.334,543.91797,0.9428711,806.4199,560.7656,1.0,827.21094,559.8535,0.9560547,816.6836,553.75586,1.0
83,819.333,543.85547,1.0,811.50684,562.0322,1.0,835.01807,558.66406,0.9765625,822.1133,554.97363,1.0
84,824.1797,544.2422,1.0,814.3906,565.1172,1.0,839.46484,559.9414,0.9238281,826.35547,557.1416,1.0
85,825.2637,542.78125,0.9785156,818.38086,562.27344,1.0,843.7583,557.4219,0.9350586,828.05804,554.86816,1.0
86,826.5957,543.83984,1.0,820.027,563.14404,1.0,844.1907,557.625,0.9511719,828.8052,555.4321,1.0
87,826.06836,544.28125,1.0,820.1477,563.9391,1.0,843.6477,556.9336,0.9404297,828.501,555.8003,1.0
88,826.32324,544.9512,1.0,819.11426,563.954,1.0,843.7792,559.03906,0.95654297,828.56494,557.1377,1.0
89,824.9004,544.29297,1.0,818.3613,563.375,1.0,843.25195,557.96875,0.9165039,827.49854,556.3025,1.0
90,823.8008,543.5547,1.0,816.16016,562.6758,1.0,841.2344,559.2871,0.87939453,825.9121,555.8192,1.0
91,821.208,543.35547,1.0,813.98926,562.4346,0.90966797,837.46387,558.41016,0.9008789,823.3574,554.8154,1.0
92,819.0137,543.9883,1.0,810.64355,563.6455,0.9399414,835.2002,559.8633,0.8730469,820.5498,555.44824,1.0
93,818.1338,544.4551,0.99560547,809.18555,562.7969,0.8774414,832.2246,561.8906,0.7988281,819.229,555.4546,1.0
94,817.5449,543.6914,0.96533203,808.68555,563.0908,0.8510742,833.06055,561.21875,0.76660156,819.0542,554.88574,1.0
95,817.6719,541.6914,0.9819336,808.34766,562.1211,0.90283203,833.4219,561.51953,0.8544922,817.9004,554.34766,1.0
96,817.1367,542.35156,0.9790039,806.4238,561.459,0.93359375,832.1543,563.92267,0.91552734,816.48047,555.18115,1.0
97,816.04297,544.9258,0.99121094,804.2092,562.5547,0.96533203,829.6797,567.9922,0.8520508,814.9258,557.5449,0.9868164
98,815.96094,546.0752,0.9682617,802.7998,564.16187,0.93847656,828.5654,569.6113,0.7792969,814.5703,559.40625,0.8730469
99,815.8789,548.313,0.9760742,802.2803,565.0654,0.9790039,827.0581,571.104,0.87109375,814.25977,560.36914,0.9316406
100,814.55273,549.29297,0.9501953,800.25,566.2363,0.95166016,825.27344,573.2988,0.8457031,812.6787,561.8379,0.9277344
101,813.8965,550.3086,0.92578125,799.5742,566.6387,0.92529297,823.63477,574.1953,0.81689453,811.8447,562.4453,0.93603516
102,812.37866,551.9629,0.84375,799.60156,566.6582,0.91796875,820.32715,577.5215,0.9086914,809.9844,564.98926,0.9399414
103,812.5547,553.6504,0.8051758,797.19336,568.3828,0.8984375,817.2461,581.4092,0.9399414,808.8711,567.1133,0.9082031
104,810.07715,558.0625,0.83935547,792.7676,569.68164,0.8955078,814.8418,582.6758,0.8828125,805.30664,569.10156,0.96972656
105,811.9176,562.5791,0.9223633,790.9883,569.52344,0.9477539,808.1113,587.4121,0.91552734,804.3445,570.1211,0.93847656
106,812.3779,565.7754,0.9873047,790.77734,571.3247,0.9404297,805.71484,589.64453,0.90771484,804.09454,573.33887,0.9506836
107,812.0299,568.97266,0.95654297,790.0449,573.32324,0.8876953,803.084,593.2656,0.93408203,802.91895,575.26953,0.89160156
108,810.9414,574.0117,0.921875,787.2388,576.7129,0.9013672,798.1035,599.26953,0.8173828,799.6289,579.16504,0.9121094
109,806.68945,581.83984,0.95654297,784.79297,581.0713,0.9111328,792.76953,605.251,0.859375,796.07947,584.9824,0.88671875
110,801.8965,588.84424,1.0,781.55566,585.9414,0.88720703,787.0996,610.05176,1.0,792.41406,591.5547,0.8613281
111,798.77734,598.5176,0.8671875,778.6494,593.7656,0.9873047,783.40625,616.5078,0.8779297,787.28174,601.0703,0.9765625
112,796.3833,605.0498,0.8964844,774.68555,600.1914,0.9091797,780.0569,626.99805,0.91503906,785.60156,607.69727,0.9584961
113,792.0996,615.25,0.8417969,772.66113,613.3535,0.83154297,778.416,636.8301,0.73876953,782.79297,617.97656,0.8017578
114,790.86523,623.6172,0.9213867,768.3789,619.51294,0.8989258,776.4414,644.2223,0.9951172,780.5879,626.06055,0.8803711
115,787.2822,628.15576,0.9604492,766.96875,624.7129,0.94677734,774.9375,650.17285,0.8930664,776.41406,631.9707,0.89160156
116,785.4219,633.8828,0.9584961,763.02344,631.5996,0.94091797,771.9031,656.3965,0.97265625,774.06055,637.5156,0.85058594
117,785.21484,638.4199,0.9584961,762.8301,635.0952,0.91015625,772.1387,659.7556,0.9824219,774.6211,641.37695,0.8959961
118,785.9414,646.03516,0.8442383,764.49,644.29004,0.8203125,773.7871,667.68677,0.74365234,774.60156,648.9707,0.80078125
119,786.1299,654.1094,0.9926758,765.0918,650.09863,0.88378906,773.92676,674.4297,1.0,776.0762,656.8789,0.88720703
120,784.709,664.3633,0.9301758,764.5073,660.8799,0.9550781,773.46484,685.0127,0.9267578,774.8281,667.59766,0.9223633
121,785.52344,671.69727,0.97216797,765.1211,668.85547,0.8964844,774.3613,690.54395,1.0,775.6504,675.17725,0.94189453
122,785.2637,678.38086,0.9526367,764.6113,676.4138,0.9863281,773.4785,699.8286,0.89404297,775.3008,682.6045,0.90478516
123,783.5547,686.35156,0.9140625,764.081,685.3457,0.875,773.16895,705.2871,0.9838867,774.5801,690.78613,0.91552734
124,781.4531,695.28125,0.8286133,761.7832,693.9619,0.9316406,772.5996,715.38477,0.9633789,772.13745,699.8966,0.92871094
125,781.1582,703.6172,0.62841797,765.02246,702.44727,0.71777344,772.5137,719.66016,0.6689453,772.5786,706.85254,0.68847656
126,782.71094,714.15625,0.6621094,764.4778,711.8535,0.72314453,774.0254,732.93066,0.5957031,773.5781,716.8916,0.71533203
127,782.84766,722.1035,0.85253906,762.91895,720.06055,0.8959961,771.6404,743.3242,0.95947266,773.35547,725.9834,0.9082031
128,782.0156,728.0254,0.80371094,760.1582,726.7363,0.9213867,771.50903,749.6875,0.92285156,771.5491,733.0,0.9614258
129,780.3125,736.7617,0.78222656,760.16797,735.34766,0.8364258,769.8086,755.7427,0.8774414,769.7168,740.9136,0.8544922
130,779.5303,746.01953,0.7114258,761.17773,747.3501,0.73095703,771.3916,766.47656,0.72509766,770.58105,749.9785,0.7519531
131,778.45605,756.9429,0.5957031,759.9492,755.8896,0.7402344,769.84375,774.1914,0.5917969,769.31055,759.9531,0.6616211
132,776.0332,763.4907,0.6582031,757.51953,760.1094,0.75439453,767.59375,779.7689,0.6503906,766.60156,766.88086,0.70947266
133,780.29834,767.81836,0.88134766,757.8203,769.4414,0.8930664,770.5791,791.21875,0.8564453,769.30664,773.13477,0.95996094
134,778.23926,771.9535,0.9116211,757.06445,774.2754,0.9892578,770.5879,795.80273,0.8935547,768.85547,778.05176,0.9638672
135,778.03613,773.3877,0.9169922,755.9006,775.2363,1.0,768.2383,797.52637,0.9013672,768.6914,779.9067,0.96435547
136,776.30273,773.9707,0.8984375,754.3457,775.56836,1.0,766.4297,798.4375,0.86865234,767.0156,780.52344,0.95996094
137,776.57227,774.6758,0.8847656,754.3301,775.0469,1.0,764.06555,800.4844,0.8798828,766.60547,780.21875,0.94873047
138,777.22266,775.79297,0.88720703,753.3965,773.82324,0.9868164,762.19727,800.0781,0.8334961,765.54297,779.45264,0.89990234
139,775.5547,774.31836,0.9038086,752.4824,772.7041,0.9399414,761.75977,797.8447,0.79785156,763.38086,778.3955,0.89404297
140,774.3203,774.7656,0.9555664,752.1582,771.992,0.9604492,760.4004,797.88965,0.8544922,763.1738,777.9961,0.9223633
141,774.52734,775.75,0.9921875,751.8242,771.9964,0.9555664,759.53125,798.83984,0.84472656,763.501,778.9043,0.9428711
142,771.7976,775.2422,0.98046875,750.9531,772.6162,0.9638672,758.40625,798.4883,0.8925781,760.83203,778.9922,0.96435547
143,771.8346,775.0625,1.0,750.6875,769.7832,0.9741211,754.77246,795.9035,0.88427734,760.62305,777.2461,1.0
144,768.40625,777.6172,0.890625,746.8447,767.72656,0.9038086,747.1846,793.5469,0.83154297,755.0947,777.44336,1.0
145,761.5781,777.3867,0.9477539,742.9883,766.71484,1.0,742.1582,791.7422,1.0,750.4629,775.76953,1.0
146,754.7881,777.92773,1.0,735.9453,767.09375,1.0,734.47266,792.89453,0.93310547,744.4785,777.6289,1.0
147,748.5757,781.60156,0.85595703,731.20557,766.8086,0.83935547,726.8164,793.9785,0.85009766,737.19336,778.3125,1.0
148,742.4492,784.15234,1.0,726.4922,767.96875,1.0,718.7656,794.16895,0.93847656,730.9131,779.5488,1.0
149,733.7334,784.41016,1.0,721.73047,766.97266,1.0,709.3574,785.9785,1.0,723.6853,779.3213,1.0
150,726.21875,783.77344,0.9506836,717.1875,765.75684,0.9194336,702.8789,783.7539,0.9892578,717.8838,778.5498,1.0
151,720.19336,784.41406,0.93115234,713.34375,763.0,0.953125,694.8867,783.7793,0.94628906,712.4844,776.34766,0.97265625
152,714.43164,783.5781,0.90966797,707.2871,763.13916,0.99658203,688.81836,782.39453,0.91308594,705.9082,776.8281,1.0
153,708.6709,787.70337,0.9145508,703.11523,766.20703,0.88134766,681.2051,781.8906,0.84033203,700.6045,779.041,0.91796875
154,703.0918,790.1992,0.9433594,697.6328,768.62695,0.9013672,678.3301,783.89453,0.9902344,695.5293,781.67676,0.9458008
155,694.85156,792.09375,0.88134766,690.2539,769.59375,0.9589844,669.90234,787.60815,0.87060547,687.41797,784.06445,0.90283203
156,689.0137,794.99805,0.7548828,685.1289,781.66504,0.69140625,667.166,793.83984,0.7114258,682.5742,787.37695,0.7783203
157,686.8047,796.66406,0.9316406,677.5625,782.49414,0.6879883,663.34766,803.87823,0.9370117,679.68555,791.2168,0.95751953
158,685.00977,799.4492,0.8535156,670.38477,784.21484,0.82470703,661.2295,809.6289,0.84033203,674.84863,794.4287,1.0
159,682.86035,803.15967,1.0,666.625,789.10645,0.97802734,659.8864,815.76953,0.9584961,672.5879,799.2578,0.9921875
160,681.3926,809.3242,0.8876953,665.0996,793.1504,0.88964844,658.8584,821.6387,1.0,672.0664,805.3506,1.0
161,681.9375,812.3074,0.97216797,664.61523,797.24023,0.90185547,658.19434,824.2539,0.9658203,671.38086,808.18164,1.0
162,683.25,813.8613,0.93896484,665.16797,798.39453,0.92626953,660.05493,827.40625,0.94873047,672.01953,810.2422,1.0
163,682.1289,814.13086,0.9199219,664.21875,800.20703,0.9160156,660.501,829.8926,0.9379883,671.4883,811.6233,1.0
164,681.8633,815.13086,0.9633789,663.2676,801.49414,0.9897461,660.0603,830.84375,0.96777344,670.0293,812.45557,1.0
165,682.6367,816.65234,0.95703125,662.24023,803.3286,1.0,661.1133,833.10156,0.99853516,670.26953,814.0469,1.0
166,681.64844,817.5508,0.9121094,660.397,805.4551,1.0,660.14905,834.7256,0.98339844,669.56836,815.97266,1.0
167,679.9668,818.9492,0.89160156,661.10645,806.9746,0.9897461,660.12067,835.4458,1.0,669.69727,817.77734,1.0
168,680.7578,819.5564,0.8833008,662.166,807.6719,0.94970703,662.0371,837.2744,1.0,671.1699,819.18164,1.0
169,679.85547,822.0879,0.9057617,661.4131,810.2451,0.99853516,661.61426,839.0117,1.0,670.1738,821.38574,1.0
170,680.2246,824.8008,0.9194336,661.88574,814.6113,0.9658203,662.38477,841.45703,1.0,670.36914,824.22266,1.0
171,681.8281,825.3906,0.9428711,662.1465,815.3047,0.96435547,662.2461,843.677,0.9819336,670.0449,823.8867,1.0
172,681.15625,827.31055,1.0,661.86426,816.9199,1.0,660.8159,845.2295,0.94921875,669.7197,826.04004,1.0
173,680.26953,829.99805,0.9995117,659.6482,819.41797,1.0,658.53613,847.08594,0.9501953,668.7114,828.45264,1.0
174,678.08984,833.7422,0.93603516,657.41406,820.30273,0.9926758,654.89453,848.96875,0.93847656,666.3916,831.0215,0.98535156
175,674.1123,835.25244,1.0,654.25,821.78906,0.9946289,651.4595,850.7627,0.94970703,664.2969,833.06836,1.0
176,672.1543,837.80273,0.9526367,652.4844,825.1621,0.91259766,649.39844,853.3164,0.9091797,662.2832,835.7766,1.0
177,672.4961,840.6289,0.8989258,651.9133,827.542,0.92041016,649.58203,857.0547,0.8901367,660.78125,837.9033,1.0
178,668.93945,843.5027,0.78808594,653.23926,830.89844,0.7919922,648.0625,858.7285,0.7338867,658.7324,840.5293,1.0
179,667.9063,845.5947,0.8120117,651.52905,833.11523,0.88720703,646.375,861.542,0.80908203,657.3887,842.90625,1.0
180,667.28174,849.18164,0.9584961,647.8711,835.4873,0.97021484,644.67285,864.99414,1.0,656.41797,847.24805,1.0
181,665.5508,849.9199,0.96191406,647.7754,836.9873,0.99658203,643.1948,865.3828,0.9604492,655.19336,848.28516,1.0
182,665.54297,850.7461,0.8984375,646.6113,837.1875,0.97753906,642.40625,866.03613,0.9326172,654.58594,848.375,1.0
183,666.8125,849.5703,0.9121094,647.2031,835.4868,0.9458008,643.7943,864.9824,0.94189453,655.21094,846.5781,1.0
184,666.45703,847.31836,0.91064453,648.40625,834.2041,0.8769531,643.6433,862.15234,0.82714844,656.59766,844.6377,1.0
185,665.08984,845.29395,0.9316406,649.2031,833.9668,0.85009766,643.1094,860.98926,0.80078125,656.85156,842.8291,1.0
186,664.5469,841.68555,0.8457031,652.1738,832.72266,0.84228516,645.02637,857.93555,0.70458984,656.0117,840.0547,1.0
187,665.9844,841.9629,0.8149414,651.5049,831.0469,0.80810547,644.9741,857.4375,0.7558594,656.3633,839.46875,1.0
188,665.35156,841.5039,0.80810547,651.69653,830.8242,0.81347656,644.27246,856.78906,0.8076172,655.79297,838.7031,0.95410156
189,664.8242,841.4336,0.8642578,649.7578,829.3916,0.84521484,642.0078,855.6719,0.8378906,655.8672,838.5957,0.9506836
190,665.05664,839.80664,0.8198242,650.52734,827.11816,0.8696289,643.22363,853.70703,0.8808594,655.6094,836.4429,1.0
191,663.2383,836.3638,0.7026367,653.89844,828.3938,0.85839844,645.2803,850.69824,0.75634766,657.6289,834.7959,1.0
192,663.6875,835.5178,0.73779297,654.52734,827.87415,0.8613281,646.1875,849.6582,0.7216797,658.2471,834.14844,1.0
193,664.69727,835.6511,0.8051758,654.5879,827.75183,0.87109375,646.6328,850.13184,0.7597656,658.58496,834.1494,1.0
194,665.66016,835.73193,0.8569336,654.3867,827.90326,0.8745117,647.4668,851.0928,0.8203125,659.33154,834.44824,1.0
195,665.84766,835.35693,0.7871094,655.3535,826.89355,0.81396484,648.3164,850.6113,0.8017578,660.5303,834.2158,1.0
196,667.57153,835.39404,0.83203125,654.63477,825.4121,0.83740234,648.08984,851.1138,0.85253906,661.0654,833.9219,1.0
197,668.522,836.78125,0.890625,653.58496,825.40625,0.89501953,647.4668,852.46875,0.9238281,660.3794,834.376,1.0
198,669.5176,839.5957,0.9404297,652.4258,826.55664,0.9248047,648.1914,854.59375,0.93310547,659.2583,836.5659,1.0
199,672.3281,839.90625,0.90527344,652.9214,826.5117,0.9111328,649.5078,855.39453,0.9121094,661.00195,836.92676,1.0
200,673.43555,839.49414,0.91308594,653.73047,827.2998,0.94628906,650.69727,855.5469,0.90185547,663.5586,837.2793,1.0
201,675.11914,839.37695,0.8911133,655.23047,829.126,0.9213867,653.6279,856.0078,0.87402344,664.78125,838.3828,0.9975586
202,675.9426,838.18164,0.84814453,658.01465,829.9404,0.9213867,655.91406,856.8008,0.79003906,666.8115,838.5586,1.0
203,676.18823,838.1992,0.83496094,660.2064,831.16016,0.9140625,657.2656,855.37695,0.796875,668.2289,839.16016,1.0
204,677.49805,837.9336,0.8227539,660.7954,831.14844,0.8955078,658.85645,855.8887,0.85302734,669.21387,839.4414,1.0
205,679.8867,838.91797,0.89453125,660.22095,829.16504,1.0,659.6726,856.49805,0.8666992,670.0254,838.959,1.0
