scorer,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150
bodyparts,ear_l,ear_l,ear_l,ear_r,ear_r,ear_r,nouse,nouse,nouse,implant,implant,implant
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,493.82834,333.62296,1.0,500.29166,351.0297,1.0,513.0221,338.25748,1.0,501.64276,340.49802,1.0
1,504.40375,328.55444,1.0,510.2559,346.62268,0.9925958,524.8221,335.15347,0.9453067,513.0959,335.51868,0.9807205
2,514.1339,324.1727,1.0,518.7239,342.21564,0.9907309,534.0993,330.71756,1.0,523.4976,332.07266,1.0
3,524.5028,321.68604,0.97954464,528.62225,339.38568,1.0,543.23236,331.28128,0.9687332,532.8452,330.94257,1.0
4,533.5547,320.39557,0.9311695,537.8819,338.48062,1.0,553.968,327.2501,1.0,541.9538,328.59152,1.0
5,540.47943,318.78537,0.9600635,546.03046,337.0627,1.0,560.3862,324.63824,1.0,549.51697,325.92792,1.0
6,551.14606,315.93472,1.0,555.9289,333.66064,1.0,571.83636,320.73248,1.0,559.4327,322.80237,1.0
7,561.4628,310.4948,1.0,567.02875,328.48413,0.9858068,581.2077,316.97537,0.96596664,569.8849,319.52533,1.0
8,572.1134,309.7029,1.0,574.58417,327.30734,0.95291734,590.1196,320.90485,0.97671527,579.29224,318.9781,1.0
9,581.27893,308.141,1.0,583.09094,326.90695,0.9283638,599.3786,317.52103,0.96847206,588.57983,317.26306,1.0
10,589.42676,307.85477,1.0,589.7322,328.62094,0.94492316,608.5868,318.74457,0.9515093,595.5777,318.95068,1.0
11,596.14,307.5006,1.0,596.9044,328.1063,1.0,618.6936,318.41483,0.9701258,602.1279,319.93152,1.0
12,600.8875,308.1185,1.0,600.3804,328.87592,0.99091756,621.3846,320.32007,0.9253213,606.4619,319.56396,1.0
13,607.7242,306.0135,1.0,607.4942,327.0011,0.9460802,628.9486,317.13644,0.904355,614.0815,317.79398,1.0
14,615.7415,304.97745,1.0,613.8466,325.15866,0.98981845,633.7251,318.4818,0.9140963,619.64166,316.0895,1.0
15,621.18085,304.20135,1.0,618.9679,324.75116,0.956818,640.8633,318.74548,0.9247228,626.2145,316.27167,1.0
16,628.44794,305.5577,1.0,626.1736,324.7367,0.9974705,647.0125,317.81647,0.8582328,633.6798,316.78876,1.0
17,636.2191,303.55716,1.0,633.9458,324.34427,0.9168297,656.2873,315.5861,0.9034861,641.1257,315.1341,0.994448
