scorer,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150
18,761.5896,879.19336,0.9294015,762.2698,854.7904,1.0,741.81635,865.3212,1.0,757.0721,868.9234,1.0
19,762.27905,880.2033,0.9506367,761.7482,855.41614,1.0,741.08295,867.57104,1.0,757.17633,869.95667,1.0
20,762.2593,881.1491,0.9469849,760.36127,856.2456,1.0,739.8381,869.1097,1.0,756.5465,870.92706,1.0
21,762.83636,881.49615,0.9597786,760.1506,856.56,1.0,739.8742,870.1683,1.0,756.62756,871.2784,1.0
22,762.60803,881.02295,0.96622527,760.5049,856.41187,1.0,740.6447,870.84485,1.0,756.7784,871.20435,1.0
23,762.3105,880.5305,0.95805335,760.90753,856.55145,1.0,741.43085,870.2801,1.0,756.6639,870.89166,1.0
24,762.3415,881.0195,0.9704779,761.3265,856.62445,1.0,740.6347,869.17957,1.0,756.8019,870.9284,1.0
25,761.6997,881.3623,0.98458433,760.2547,856.7111,1.0,739.32666,869.1751,1.0,756.4602,871.14844,1.0
26,761.7764,881.03705,0.9579952,759.97723,855.49756,1.0,738.58374,868.98444,1.0,756.17523,870.5324,1.0
27,760.8358,880.38135,0.9278699,759.4354,854.2976,1.0,737.2235,868.3825,1.0,755.3243,869.756,1.0
28,761.6166,880.0589,0.92149657,759.4745,855.38635,1.0,735.93085,868.0599,1.0,754.93365,869.6714,1.0
29,760.3581,880.9007,0.94527805,758.55194,855.0889,1.0,736.0554,868.41345,1.0,755.0234,870.6851,1.0
30,760.67206,880.6882,0.96288776,759.78143,855.4627,1.0,737.4273,867.937,1.0,755.78534,870.46344,1.0
31,760.6234,880.6696,0.960459,759.7403,855.3723,1.0,736.7627,867.61597,1.0,755.64764,870.50745,1.0
32,760.4061,879.89813,0.94022125,760.47955,853.8988,1.0,737.2054,866.99426,1.0,755.84973,869.3028,1.0
33,760.3091,879.7131,0.9329635,760.78546,855.00525,1.0,737.41846,866.07623,1.0,756.047,868.81885,1.0
34,759.8213,879.2192,0.89772975,760.9493,854.23224,1.0,737.0196,865.22296,1.0,755.917,868.0146,1.0
35,760.65,878.7148,0.88227516,760.3837,853.7915,1.0,736.03296,864.4088,1.0,755.3347,867.6729,1.0
36,759.614,878.71606,0.9148462,759.5122,854.17065,1.0,735.5995,864.243,0.9999346,754.2463,867.93646,1.0
37,760.37274,879.8051,0.9175449,759.2958,854.1541,1.0,735.7607,864.22614,1.0,754.78033,868.96136,1.0
38,760.31006,879.51855,0.9095931,759.7644,854.067,1.0,736.058,863.6319,1.0,754.9762,868.72833,1.0
39,760.3545,878.9947,0.89875567,760.4228,854.5881,1.0,736.33795,863.03467,1.0,755.32025,867.8642,1.0
40,758.93134,878.5636,0.8868153,761.8064,853.74176,1.0,736.7983,862.15875,1.0,755.9982,867.00446,1.0
41,760.107,877.7395,0.8658035,761.89984,853.4666,1.0,736.6471,861.51984,1.0,755.947,866.41266,1.0
42,759.2402,878.4353,0.88149154,761.5615,853.6888,1.0,736.8136,861.332,1.0,755.4487,866.1219,1.0
43,759.02325,878.36847,0.8891115,761.2531,853.599,1.0,736.6823,861.183,1.0,755.2409,866.1905,1.0
44,758.9249,878.34485,0.8761566,760.7807,854.38855,1.0,737.84973,861.0505,1.0,755.183,866.5873,1.0
45,758.60254,877.7552,0.8921993,761.8903,854.15796,1.0,738.2024,859.1381,0.9704594,755.7992,865.7037,0.9716562
46,758.41425,877.34357,0.885438,761.73724,854.02997,1.0,737.9335,858.8921,0.9949446,755.296,865.6793,1.0
47,758.49146,876.50226,0.8759521,762.14813,853.6264,1.0,737.26984,858.6277,0.9947321,755.1499,864.9404,1.0
48,758.1302,876.0531,0.8497563,763.80396,852.8741,1.0,736.6353,856.4203,0.9962028,755.39087,863.8759,1.0
49,756.9563,875.6128,0.8554036,763.1618,852.765,1.0,735.9201,854.8539,0.97114456,754.5661,863.88617,1.0
50,755.9547,874.20905,0.8885516,762.26697,852.2876,1.0,735.37714,854.98755,0.9862963,753.6659,862.71344,1.0
51,755.12683,871.9609,0.9454791,762.8003,850.58856,1.0,736.10675,851.6889,0.9607445,753.9556,860.1704,0.9576978
52,752.6151,869.79425,0.9238308,761.8877,848.9302,1.0,736.5921,848.69507,0.94909626,751.6416,857.4473,0.92371166
53,750.2827,868.9138,0.86246467,760.4237,847.7871,1.0,736.15967,848.49866,0.9425538,749.65796,856.224,0.9443606
54,750.0594,867.66547,0.8808387,760.4208,846.0492,0.952769,734.2264,846.2228,0.9768167,749.6677,856.1256,0.9770429
55,746.99994,865.36926,0.8844265,758.5304,846.1532,0.9429503,733.6881,841.61383,0.9168092,747.90845,853.9657,1.0
56,746.05664,863.8652,0.86874616,757.4268,844.2072,0.92532945,732.90466,839.86096,0.87072676,746.0273,851.84076,1.0
57,742.858,861.5251,0.90061545,754.35046,842.38196,0.9367005,731.14246,839.59064,0.85894614,742.5584,849.74774,0.9945583
58,739.2653,859.2622,0.83927345,750.91754,840.84973,0.9226428,729.4108,839.60095,0.8746058,738.9825,848.1685,1.0
59,737.1437,859.2548,0.82485044,748.8879,841.33105,0.97445804,727.2841,840.84033,0.9442058,736.59735,848.1883,1.0
60,737.2239,858.3905,0.81845754,749.1198,841.2621,0.96517694,728.121,840.0994,0.91938233,736.696,847.6009,1.0
61,738.4201,857.9434,0.8414204,750.10785,839.9514,0.9486897,729.29987,839.3752,0.8929674,738.10297,847.58704,1.0
62,740.4762,859.76434,0.84528494,750.94037,839.68896,0.907834,728.1272,839.8932,0.89705807,740.0215,848.3199,0.95776945
63,741.05536,860.78033,0.85445064,751.5455,840.1868,0.8936184,728.6325,840.7936,0.9017784,740.40045,849.04254,0.9830249
64,741.5036,860.69244,0.85722345,751.8156,840.38525,0.89295304,728.0948,839.8692,0.9291714,740.77704,848.74554,0.9678751
65,741.3356,860.3733,0.86977404,752.84827,840.68097,0.90510607,727.9824,838.1059,0.9582971,741.0908,848.0484,0.94417554
66,742.446,860.75,0.89096326,753.6041,840.79535,0.9322041,728.0395,838.5567,0.93760544,742.1712,848.1959,0.9476036
67,742.63684,860.9135,0.8798761,754.307,840.0983,0.93378633,728.5388,838.12415,0.92316717,742.6408,848.50726,0.9439815
68,742.17426,860.3909,0.86814624,754.8567,841.1708,0.9853939,729.9824,837.9136,0.9474738,742.07227,848.4936,1.0
69,743.72925,861.98895,0.8719364,755.70215,841.4611,0.9755973,728.5986,837.32733,0.9090662,743.3018,849.4486,1.0
70,743.0304,861.2249,0.8657265,755.26764,841.09894,0.9734014,728.4089,837.3523,0.9254308,743.00616,849.0355,0.99329585
71,743.03174,859.94244,0.85420424,755.372,840.412,0.96368724,729.41736,835.8327,0.93226033,743.0918,847.90894,0.92612106
72,742.2134,859.2267,0.8478433,755.0213,840.51917,0.97750086,729.6239,835.0763,0.9440479,743.0693,847.9207,0.93002146
73,742.5692,860.2371,0.8667339,754.9685,840.67535,0.9736784,728.99164,835.6939,0.92559797,742.71735,847.9736,0.9600644
74,742.28265,860.4099,0.85308594,754.286,841.1513,0.9591446,728.2004,836.2953,0.9157494,742.3792,847.9002,0.95843893
75,742.29266,859.8708,0.8468308,754.6497,841.04285,0.99186593,728.12964,834.38947,0.91570175,742.6611,847.4498,0.96192706
76,742.5391,859.474,0.8451424,754.942,840.45496,1.0,728.1571,834.13776,0.91452247,743.1277,847.5218,0.9608119
77,743.2342,859.6341,0.8512388,754.9362,840.2215,1.0,728.24536,835.57544,0.93568563,743.4302,847.8448,0.94359004
78,744.919,860.252,0.8438007,755.55,839.74426,0.94411814,730.0877,837.4284,0.8917493,744.2828,847.98474,0.91436964
79,744.93207,862.3505,0.8732095,754.64703,841.9862,0.9491565,732.41766,841.94116,0.9235222,744.9612,850.8916,1.0
80,745.2159,867.3057,0.9706137,753.58923,845.4869,1.0,732.9861,849.0905,1.0,743.7484,855.7683,1.0
81,747.7958,869.28174,0.97735125,754.03534,847.6602,1.0,735.1538,852.86066,0.96295595,744.3579,858.14435,1.0
82,750.7315,870.86365,0.91231,756.12964,849.2289,1.0,738.1261,854.7619,0.9532312,746.45844,859.3243,1.0
83,752.1782,870.8605,0.977277,758.39484,850.7682,1.0,741.3427,856.40125,0.9466757,748.7744,860.1148,1.0
84,753.2896,869.29865,1.0,760.2613,850.1817,1.0,743.5501,855.8395,0.91533273,750.5892,859.07526,1.0
85,754.98987,868.3423,0.990314,763.92975,850.3972,1.0,745.3785,853.8597,0.9224696,752.9449,857.5525,1.0
86,755.4287,866.823,0.98049206,766.4423,849.99,1.0,749.33435,851.0729,0.9578219,755.0781,855.5815,1.0
87,756.17694,866.1425,0.99073994,768.0031,849.8565,1.0,750.7375,849.2487,0.9754196,756.3929,855.4404,1.0
88,757.3897,865.0033,0.95982146,771.74963,850.0198,1.0,753.2345,847.52344,0.99403816,759.1502,855.0282,1.0
89,757.5236,863.4157,0.89635223,772.502,849.66736,1.0,755.34863,846.0994,1.0,759.8175,854.02246,1.0
90,757.882,862.0177,0.9091321,771.8938,849.0169,1.0,756.10803,845.0321,1.0,759.42035,852.4695,1.0
91,757.758,861.3466,0.91500556,771.48535,848.51196,1.0,755.78973,844.48206,1.0,759.15826,851.78406,1.0
92,758.13043,860.4111,0.90030223,771.26807,847.7849,1.0,754.80945,842.60614,1.0,759.4946,851.00165,1.0
93,758.75574,859.2688,0.8666903,774.22217,847.9247,1.0,757.28876,839.84924,0.96767205,761.32477,849.80237,1.0
94,759.6048,859.5323,0.8467912,775.42255,847.88367,1.0,758.2242,839.33923,0.94551516,762.50085,849.82,1.0
95,760.5674,859.8958,0.82911587,777.0067,847.65326,1.0,758.2551,838.29065,0.9343812,764.5359,849.85254,1.0
96,761.7385,859.74146,0.8249315,778.0984,846.65735,0.93574613,760.4895,836.6642,0.88564,766.72626,850.6372,1.0
97,763.17896,860.19476,0.8809508,779.99225,846.76953,0.964484,761.6832,836.52106,0.86529684,768.56067,851.13727,1.0
98,763.94995,860.01373,0.9118079,781.30426,847.13763,0.989963,763.6526,836.57404,0.8912795,768.7878,850.01135,1.0
99,764.23004,860.0378,0.9008977,782.30084,846.8778,0.98444784,763.443,834.8072,0.8825799,769.18713,849.7558,1.0
100,763.6219,860.2001,0.8924952,782.07086,846.8994,0.95410246,763.0114,834.9497,0.858885,768.76355,849.7782,1.0
101,763.6083,860.2195,0.9027994,781.07776,846.57025,0.9535198,762.25146,836.2738,0.876355,768.3271,849.97314,0.9993694
102,763.30554,858.8458,0.91974765,780.2521,845.74,0.94462544,762.64996,836.0975,0.91786754,768.33545,849.37354,1.0
103,763.3474,857.39874,0.94967514,780.25275,846.56586,1.0,763.7355,836.0485,0.9617262,767.37006,847.42804,1.0
104,763.18854,856.29474,0.9509561,780.5974,846.1827,0.9916912,765.00574,835.32654,0.9419065,767.60156,846.26056,1.0
105,763.47437,855.8356,0.96566296,781.1194,845.99915,1.0,765.9942,835.1991,0.930877,768.17944,845.90234,1.0
106,763.80994,855.0158,0.97818047,780.8818,846.14307,1.0,766.96063,836.3404,0.9419844,768.5376,845.8203,1.0
107,763.6296,854.11884,0.9783457,780.5181,845.98303,1.0,767.19055,836.2579,0.949658,768.4543,845.3741,1.0
108,763.6317,854.3952,0.9799276,781.145,845.6395,1.0,767.69336,836.22003,0.9150582,768.6241,845.0251,1.0
109,763.3719,853.757,0.965479,780.5667,845.24866,1.0,767.2565,835.8962,0.9399662,768.2328,844.65594,1.0
110,762.9427,853.4489,0.9565156,779.4141,844.9064,1.0,766.97955,836.7841,0.9678882,767.47266,844.3455,1.0
111,763.3088,853.6716,0.97409695,780.04596,845.2254,1.0,767.44086,836.6104,0.9669647,768.0677,844.5648,1.0
112,763.6317,852.7194,0.96473837,780.2059,844.9245,1.0,767.9071,836.21545,0.9717057,768.4048,844.0182,1.0
113,764.02936,852.19995,0.96501464,780.6673,844.7694,1.0,767.6421,836.236,0.9752367,768.9769,843.666,1.0
114,763.9173,851.5746,0.9593698,780.6387,844.3203,1.0,767.73145,835.8522,0.9765328,768.7757,843.08606,1.0
115,763.57074,851.37756,0.94997346,780.68365,844.1372,1.0,767.04486,834.99194,0.9596354,768.3653,842.8784,1.0
116,762.53455,850.90216,0.9249071,779.7911,843.59143,1.0,766.37054,833.9081,0.9562881,767.10547,842.35614,1.0
117,762.4142,850.31287,0.9109321,779.4543,843.0797,1.0,765.9599,832.6319,0.9667105,766.9822,841.8133,1.0
118,762.5503,850.0097,0.9040735,779.5685,842.83075,1.0,767.14056,833.72876,0.9829215,767.10614,841.5558,1.0
119,762.5424,849.65216,0.88031447,780.276,842.7411,1.0,767.3192,831.86707,0.9982033,767.6754,841.3243,1.0
120,762.1044,849.868,0.8701038,780.8928,842.76245,1.0,766.625,829.9646,1.0,767.8793,841.29926,1.0
121,762.0775,850.08167,0.8790788,780.96277,843.08246,1.0,766.86993,830.3643,0.9801096,767.9731,841.4812,1.0
122,760.8039,849.2825,0.8447277,780.0798,841.726,1.0,765.1177,829.24567,1.0,766.5445,840.73395,0.9965722
123,761.03284,849.49896,0.8621931,778.60406,840.0415,1.0,763.7051,829.3137,1.0,766.29675,841.109,1.0
124,760.19775,848.99,0.8763474,778.4031,839.57446,1.0,762.6142,828.8752,1.0,765.5541,840.6246,1.0
125,758.2364,848.5169,0.8746499,776.13367,838.09546,1.0,759.9106,828.08875,1.0,763.273,839.5648,1.0
126,757.16815,847.6452,0.8809737,774.6869,838.19324,1.0,757.8384,826.9687,1.0,761.7164,838.39185,1.0
127,756.6953,844.95306,0.893912,774.1744,835.8002,1.0,757.589,825.18787,0.97964376,761.1643,835.8661,1.0
128,755.75775,841.9576,0.90505326,772.7361,832.70886,1.0,758.04736,822.6241,0.9227533,759.67676,831.9752,1.0
129,754.92596,839.28174,0.93907624,773.6157,831.2256,1.0,758.76874,821.4112,0.9461823,759.9856,830.6422,0.99808323
130,754.1874,837.6692,0.9658682,773.0016,829.7877,1.0,758.4249,820.1137,0.9887338,759.3404,829.24725,1.0
131,754.4835,836.66113,0.96435976,773.1269,829.00305,1.0,758.867,819.02026,0.9891701,759.7313,828.4425,1.0
132,754.63086,835.8173,0.95689195,773.0803,828.06415,1.0,759.8525,818.7666,0.9574115,760.28735,827.40594,1.0
133,754.3315,835.3817,0.94966877,772.569,827.4958,1.0,759.2443,816.9255,0.96318716,760.0206,826.901,0.9923828
134,753.64136,834.52936,0.9510162,771.8529,826.5082,1.0,758.6305,816.21155,0.96684605,759.2147,826.0411,1.0
135,752.96436,834.0247,0.9453072,771.1347,825.8652,1.0,757.82025,815.7292,0.98636734,758.4346,825.86456,1.0
136,752.44257,834.4776,0.9645372,771.0305,826.14343,1.0,757.4741,816.2372,0.99754184,758.0161,826.2241,1.0
137,751.8695,834.7444,0.99192613,770.3013,826.32245,1.0,756.8681,817.2624,1.0,757.21075,826.57904,1.0
138,751.63525,834.73694,0.995741,769.95325,826.00616,1.0,756.6739,817.9342,1.0,756.87384,826.48004,1.0
139,751.0217,833.94165,0.9758002,768.5806,825.4597,1.0,755.84955,817.50836,1.0,756.24786,825.89374,1.0
140,750.951,833.5346,0.9490743,768.07367,825.3319,1.0,755.5564,817.01904,1.0,756.1498,825.7316,1.0
141,750.87585,832.76117,0.8947103,767.8119,824.4224,1.0,754.79193,815.47516,1.0,755.82275,824.6865,1.0
142,749.7392,832.8062,0.85607696,766.99023,823.949,1.0,752.8029,815.15625,1.0,754.55536,823.472,1.0
143,748.7494,831.46356,0.831975,766.9738,822.9252,1.0,752.05286,812.8782,1.0,754.23584,822.3347,1.0
144,748.21246,830.29956,0.84779745,766.4111,820.69995,1.0,750.8297,811.2989,1.0,753.0263,820.43353,1.0
145,747.3929,829.53064,0.8580614,764.6403,818.55054,1.0,749.38043,809.9713,0.9609659,752.07385,819.1569,1.0
146,745.5049,829.21094,0.8354943,762.0646,817.33514,1.0,745.90686,808.44446,0.9937975,750.1477,819.79926,1.0
147,744.15015,828.17084,0.8426967,761.7233,817.32904,0.9866667,745.2818,808.22485,0.9938945,748.5223,818.4419,1.0
148,743.88983,827.6753,0.8352403,761.5823,816.49536,0.98925626,745.02515,807.7439,0.95590234,748.1466,817.6408,1.0
149,744.4447,827.7885,0.8305631,761.83185,816.1174,0.98939204,745.49677,807.82935,0.9652321,748.50323,817.2482,1.0
150,744.2531,827.8976,0.83248407,761.7813,816.15936,0.98983693,745.311,807.8211,0.95333034,748.34607,817.2775,1.0
151,743.48236,826.91345,0.85480684,760.6441,815.5371,1.0,744.79565,807.2541,0.954339,747.27454,816.1517,1.0
152,743.0626,825.54767,0.8786561,759.6126,814.59924,1.0,744.72705,807.0197,0.95914763,746.61786,814.9581,1.0
153,742.38684,823.70734,0.9120398,760.318,813.2079,1.0,745.30975,806.01764,0.88222647,745.93286,813.36993,1.0
154,742.2663,823.17377,0.9203925,760.65674,812.5447,1.0,745.3379,805.57025,0.9023972,745.8372,812.74475,1.0
155,742.3431,823.26215,0.92053705,760.7331,812.08636,1.0,745.05206,805.5159,0.9032618,745.89966,812.62524,1.0
156,743.11755,824.6822,0.890161,760.90204,812.57336,1.0,745.4692,806.5777,0.8794838,746.3259,813.5562,1.0
157,743.6361,825.86066,0.8596166,760.7217,814.08075,1.0,745.1499,807.5627,0.9622996,746.719,814.38477,1.0
158,743.4751,825.7901,0.8683094,760.4293,814.65295,1.0,745.2712,807.44403,0.9702387,746.7308,814.5204,1.0
159,743.37195,825.579,0.87329054,760.7002,814.28296,1.0,745.3195,807.0284,0.9250077,746.73315,814.25824,1.0
160,742.8704,824.3907,0.8964745,760.67,813.1711,1.0,745.067,805.9065,0.8935302,746.34106,813.4906,1.0
161,742.35675,824.5631,0.9044747,760.0638,813.062,1.0,744.04004,806.0755,0.900063,745.4666,813.5558,1.0
162,742.1001,824.6333,0.9098776,759.939,812.8861,1.0,743.4402,805.7132,0.8872041,745.04156,813.46234,1.0
163,741.9379,823.65063,0.91625136,759.90155,812.21545,1.0,745.1893,806.51636,0.8783545,745.1558,812.48706,1.0
164,742.00934,823.37213,0.91870874,760.15186,812.174,1.0,745.2342,806.1245,0.88320404,745.3413,812.4225,1.0
165,742.0662,823.76935,0.91495097,760.52747,812.5422,1.0,745.15967,805.8803,0.8892356,745.5076,812.7455,1.0
166,741.8537,824.45087,0.91957015,760.0916,812.7633,1.0,744.3361,806.50214,0.8989024,744.93317,813.36414,1.0
167,741.7401,824.2433,0.9169374,759.71436,812.3071,1.0,744.6943,806.9223,0.8833083,744.8008,812.7005,1.0
168,742.1048,824.0773,0.9117888,760.01105,812.3438,1.0,744.93994,806.7978,0.8753181,745.2714,812.7271,1.0
169,742.7517,823.95874,0.89931846,760.6442,812.76306,1.0,745.6173,806.46313,0.8806915,745.9793,813.0898,1.0
170,742.82263,824.18445,0.898398,760.86334,813.14624,1.0,745.7959,806.59906,0.8777445,746.28326,813.5904,1.0
171,742.13074,824.4264,0.90520936,760.17053,812.8721,1.0,743.82434,805.67,0.88018334,745.39136,813.2331,1.0
172,742.244,824.3141,0.9111918,760.4676,812.90784,1.0,745.16473,806.33856,0.8800067,745.6039,813.3766,1.0
173,742.12213,823.6201,0.9225874,760.4981,812.43805,1.0,744.9957,805.5993,0.9014654,745.60205,812.77045,1.0
174,742.16144,823.4967,0.9209723,760.6173,812.3799,1.0,744.64087,805.3037,0.91039723,745.7401,812.7988,1.0
175,742.2417,823.27625,0.9207422,760.5353,812.387,1.0,744.31335,804.9684,0.9201799,745.8733,812.9244,1.0
176,742.59973,823.4846,0.91533583,760.8055,812.64545,1.0,744.23694,804.64465,0.9288932,746.0685,813.3175,1.0
177,742.8254,822.9406,0.9128012,760.92,812.80316,1.0,745.1507,804.76324,0.9130921,746.6198,812.95905,1.0
178,742.82513,822.9461,0.9102631,760.8027,812.7549,1.0,745.1565,804.836,0.90339077,746.5777,812.9186,1.0
179,742.9108,822.7445,0.9038855,760.7041,812.6374,1.0,744.6797,803.8223,0.91687316,746.8528,812.9333,1.0
180,742.831,822.61755,0.9034589,760.6446,812.6841,1.0,744.82074,803.8191,0.9087561,746.84595,812.8796,1.0
181,742.8043,822.6334,0.9027778,760.7139,812.3357,1.0,744.53864,804.03955,0.91773355,746.63306,812.7695,1.0
182,742.8146,822.55,0.89798427,760.9338,812.4218,1.0,744.3009,803.1801,0.92352086,746.78064,812.77057,1.0
183,743.2713,822.80945,0.8985518,761.35583,812.8112,1.0,745.02673,803.4633,0.9089803,747.2206,813.0713,1.0
184,743.4787,823.2566,0.8940722,761.46063,813.4398,0.9834338,745.3634,804.01447,0.9148801,747.3927,813.4362,1.0
185,744.27136,823.4882,0.89727277,762.1051,814.02106,0.9734739,746.3256,804.77277,0.925009,748.3949,814.2375,0.99423975
186,744.96606,824.1147,0.898718,761.63965,813.68585,0.9866963,745.9926,804.2052,0.9338773,749.1632,815.12054,0.99160844
187,746.01196,825.35956,0.91254663,762.77704,814.5107,0.97362536,746.06854,804.7178,0.9128719,750.4602,815.8842,0.9920948
188,746.3808,825.87524,0.91428584,762.95795,815.139,0.952081,747.04694,806.1217,0.89214164,750.5107,816.657,1.0
189,748.1611,826.6649,0.9067671,764.9915,814.9431,0.9317794,747.06793,805.47705,0.8646191,751.9209,816.36633,0.9629236
190,748.82825,827.94574,0.9005868,765.7913,815.1032,0.90642375,746.4584,804.73175,0.848503,752.7922,817.23004,0.9734021
191,748.9622,827.4006,0.89447206,765.9832,815.04785,0.91378975,746.95233,803.78687,0.8679453,753.0931,816.90234,0.96951145
192,748.2317,825.8904,0.89552134,766.48486,814.02313,0.8960116,747.17456,800.7829,0.8582715,752.77325,814.7351,0.9282443
193,747.7575,824.6805,0.89500576,766.4728,813.5895,0.895531,746.92456,798.9627,0.847341,752.4993,813.83026,0.9321557
194,747.64374,823.9808,0.88416916,765.8252,812.866,0.9166021,746.33856,798.57324,0.8446753,752.13275,813.2478,0.92029095
195,747.26013,822.7708,0.8913606,765.1453,812.26385,0.9633447,746.3367,799.53375,0.8793611,751.7052,812.5362,0.93910563
196,746.7752,821.14557,0.9263042,764.41534,812.00586,1.0,747.55975,800.2456,0.93378353,750.9707,811.6701,0.98334074
197,746.47876,821.0484,0.9290698,764.15295,811.8596,1.0,747.8197,800.52844,0.94915783,750.7274,811.59656,0.99719274
198,746.04364,821.3423,0.92063606,763.3665,811.748,1.0,746.6631,799.86487,0.94064975,750.5377,812.7636,1.0
199,745.46295,821.23285,0.9008321,762.4311,811.3064,1.0,746.8669,801.68,0.9534012,749.41205,812.3126,1.0
200,744.0,822.2386,0.886628,762.3499,810.98236,1.0,745.20184,801.46735,0.94949687,748.086,811.9037,1.0
201,742.8096,822.1594,0.90677667,761.11646,810.73804,1.0,743.86224,800.95154,0.95995104,747.0151,812.3126,1.0
202,742.91364,821.6095,0.8840135,761.1055,810.2116,1.0,742.74225,799.1721,0.95602065,747.48975,811.48676,1.0
203,742.2797,821.7004,0.89934874,760.5544,810.29694,1.0,741.5415,798.6731,0.97761804,746.7671,811.7474,1.0
204,742.33466,823.00366,0.9148698,760.5121,810.2821,1.0,739.4196,798.622,0.98026365,746.32837,812.47845,0.9915826
205,742.3375,823.2009,0.9038381,760.8163,809.9356,1.0,738.6724,798.1103,0.9507608,746.4686,812.31647,0.97126925
206,742.5557,823.209,0.89505875,760.9651,810.0391,0.9921633,738.88245,797.9767,0.9449778,746.66187,812.3621,0.9702692
207,742.6495,823.2731,0.90286905,761.013,810.3991,1.0,739.3445,798.37225,0.9592596,746.7497,812.75494,0.9918273
208,742.6697,823.3122,0.9064978,761.0435,810.5655,1.0,739.80066,798.8622,0.970994,746.7021,812.86084,0.99831575
209,742.7799,823.17664,0.90526104,760.8343,810.806,1.0,740.6117,799.7112,0.98391974,746.7945,813.0756,1.0
210,743.0447,823.03613,0.89145625,761.21423,810.7298,1.0,741.2655,799.6147,0.96895945,747.31775,812.79,1.0
211,743.8801,824.7724,0.8748836,760.6863,810.9537,0.99823064,739.4136,801.46185,0.9883979,747.1714,814.7372,0.98846215
