scorer,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150,DLC_Resnet50_Ach free movingJun21shuffle2_snapshot_150
bodyparts,ear_l,ear_l,ear_l,ear_r,ear_r,ear_r,nouse,nouse,nouse,implant,implant,implant
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,373.881,664.97235,0.96482986,389.13608,681.82117,0.9735068,398.5995,659.75085,1.0,385.65793,670.86365,1.0
1,374.56918,663.32855,0.8950507,390.67838,680.3372,0.97560465,400.14633,657.683,0.90437853,386.78497,669.13477,1.0
2,374.48892,663.8884,0.89838827,390.012,680.2152,1.0,399.7603,656.64185,0.90689576,387.12286,668.97925,1.0
3,374.66168,664.15643,0.90572333,391.19867,680.01654,1.0,401.2013,656.9142,0.8929535,387.7908,668.85767,1.0
4,373.37262,661.8826,0.8922047,394.0765,680.98474,1.0,399.0519,655.3365,0.8094276,388.1309,667.7634,1.0
5,374.73267,662.2415,0.88963217,394.168,680.93384,1.0,399.81543,656.8073,0.8202752,388.7966,668.35767,1.0
6,376.35754,663.1597,0.91227573,394.9676,678.6691,1.0,402.1473,655.71124,0.8507461,390.42923,666.69,1.0
7,378.47354,661.3022,1.0,394.28552,678.202,1.0,406.23663,655.9179,0.90080255,391.5808,666.17035,1.0
8,378.8213,661.8637,1.0,394.41046,677.5602,1.0,407.733,655.10126,0.9255769,391.68073,666.4944,0.97407037
9,382.0644,661.4859,1.0,395.2201,678.21576,1.0,409.87238,658.139,0.9153809,393.2362,667.0683,1.0
10,382.13858,662.21936,1.0,395.03024,679.24475,1.0,409.4313,658.5472,0.9358581,393.27652,668.0843,1.0
11,382.87106,662.1978,1.0,396.14072,679.4443,1.0,410.20233,658.6025,0.9372151,394.35046,668.0484,1.0
12,384.1674,661.01196,1.0,398.6431,678.4584,1.0,411.57108,656.8135,0.98377246,396.1109,666.77734,1.0
13,385.9032,660.4815,1.0,400.64972,676.7912,1.0,411.64554,655.61633,1.0,397.79068,665.4522,0.99417657
14,385.70322,660.10175,1.0,399.50323,676.2561,1.0,412.0922,654.71436,0.9947853,398.04492,665.5267,0.96346825
15,385.97098,660.0517,1.0,401.25946,676.76263,1.0,413.3532,653.50903,0.99205893,399.1131,665.5915,0.97798705
16,385.68417,659.84576,1.0,401.73178,677.1633,1.0,413.60727,652.54315,0.95828587,399.1025,665.50934,0.95763427
17,386.15433,658.8335,1.0,401.1814,677.065,1.0,414.20703,653.11115,0.9632058,399.20383,665.2619,0.93955994
